X	SMILES	REFIDX_R	REFIDX_G	REFIDX_B	Molecular.Weight	Molecular.Weight.Except.Hydrogens	Maximum.Partial.Charge	Minimum.Partial.Charge	Number.of.Labute.Accessible.Surface.Area	Number.of.Topological.Polar.Surface.Area	Number.of.Aromatic.Carbocycles	Number.of.Aromatic.Heterocycles	Number.of.H.bond.Acceptor	Number.of.Lipinski.H.bond.Acceptor	Number.of.Heteroatoms
92	BrC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(S5)C5=C(C=C(Br)C=C5)C5=CC(Br)=CC=C56)C=CC4=C3)C=CC2=C1	2.0553	2.414	2.7617	720.8710069	706.171	0.124173233	-0.235356944	259.4165683	12.89	7	1	0	0	5
93	IC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(C=CC=C5)O4)C=CC3=C2)S1	2.0237	2.4112	2.8324	604.0106322	587.336	0.226827976	-0.436094309	229.0897408	38.92	6	2	0	0	5
94	IC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(C=CC=C5)S4)C=CC3=C2)S1	2.0222	2.4107	2.8388	619.9877885	603.404	0.124173233	-0.236039716	233.9357748	25.78	6	2	0	0	5
95	IC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(C=C(I)C(I)=C5)S4)C=CC3=C2)S1	2.0052	2.408	2.8744	871.7810845	857.212	0.124173233	-0.235999297	272.4594511	25.78	6	2	0	0	7
96	ClC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(S5)C5=C(C=C(Br)C=C5)C5=CC(Br)=CC=C56)C=CC4=C3)C=CC2=C1	2.0441	2.4046	2.7575	676.9215225	661.72	0.124173233	-0.235356944	255.8522869	12.89	7	1	0	0	5
97	IC1=CC2=C(C=C1I)SC(C1=CC=C3C=C(C4=NC5=C(O4)C4=CC=CC=C4C4=C5C=CC=C4)C=CC3=C1)=N2	2.003	2.4032	2.8549	729.9072801	714.24	0.226884234	-0.435408783	248.3515789	38.92	6	2	0	0	6
98	IC1=CC=C2C(=C1)C1=CC(I)=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(C=C(I)C(I)=C5)S4)C=CC3=C2)S1	1.9941	2.4026	2.8863	997.6777324	984.116	0.124173233	-0.235999297	291.7212892	25.78	6	2	0	0	8
99	BrC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(C=C(Br)C=C6)S5)C=CC4=C3)SC2=C1	2.0244	2.4013	2.7855	549.8808646	540.22	0.124125629	-0.236038339	197.0457028	25.78	4	2	0	0	6
100	ClC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(C=C(Br)C=C6)S5)C=CC4=C3)SC2=C1	2.0253	2.4011	2.7824	505.9313802	495.769	0.12412583	-0.236038339	193.4814215	25.78	4	2	0	0	6
101	C1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(O5)C5=CC=CC=C5C5=C6C=CC=C5)C=CC4=C3)=NC2=C1	2.0179	2.3992	2.8047	478.1139842	460.432	0.226884234	-0.435408783	209.8279027	38.92	6	2	0	0	4
102	IC1=CC=C2C(=C1)C1=CC(I)=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=NC5=C(C=CC=C5)O4)C=CC3=C2)S1	2.004	2.3944	2.8288	729.9072801	714.24	0.226827976	-0.436094309	248.3515789	38.92	6	2	0	0	6
103	BrC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(C=CC=C6)S5)C=CC4=C3)SC2=C1	2.0278	2.3917	2.7503	471.9703525	460.316	0.124125629	-0.236039716	183.1781552	25.78	4	2	0	0	5
104	BrC1=CC=C2C(=C1)C1=CC(Br)=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=CC=C5C=CC=CC5=C4)C=CC3=C2)S1	2.0386	2.3906	2.7314	642.9604948	626.267	0.124173233	-0.235356944	245.5490207	12.89	7	1	0	0	4
105	BrC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(C=C(I)C=C6)S5)C=CC4=C3)SC2=C1	2.0118	2.3875	2.77	597.8670005	587.22	0.124125629	-0.236038426	202.4399934	25.78	4	2	0	0	6
106	BrC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=CC=C5C=C(I)C=CC5=C4)C=CC3=C2)S1	2.0354	2.3849	2.7159	690.9466307	673.267	0.124173233	-0.235356944	250.9433112	12.89	7	1	0	0	4
107	ClC1=CC=C2C(=C1)C1=CC(Cl)=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=CC=C5C=CC=CC5=C4)C=CC3=C2)S1	2.0342	2.3829	2.7189	555.061526	537.365	0.124173233	-0.23535694	238.4204579	12.89	7	1	0	0	4
108	C1=CC=C2OC(C3=CC=C4C=C(C5=NC6=C(O5)C5=CC=CC=C5C5=C6C=CC=C5)C=CC4=C3)=NC2=C1	2.007	2.3804	2.7697	462.1368278	444.364	0.226884234	-0.436094309	204.9818687	52.06	6	2	0	0	4
109	ClC1=CC=C2C(=C1)C1=C(C=CC(Cl)=C1)C1=C2N=C(C2=CC3=CC=C(C4=CC5=CC=C(Br)C=C5C=C4)C=C3C=C2)S1	2.0341	2.38	2.7113	632.972038	617.269	0.124173233	-0.23535694	252.2880055	12.89	7	1	0	0	5
110	ClC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(S5)C5=C(C=C(I)C=C5)C5=CC(I)=CC=C56)C=CC4=C3)C=CC2=C1	2.0188	2.3725	2.7161	772.8937943	755.72	0.124173233	-0.235356944	266.6408679	12.89	7	1	0	0	5
111	ClC1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(C=C(Br)C=C6)S5)C=CC4=C3)=NC2=C1	2.015	2.3722	2.7234	505.9313802	495.769	0.124126071	-0.236038339	193.4814215	25.78	4	2	0	0	6
112	ClC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(C=C(Cl)C=C6)S5)C=CC4=C3)SC2=C1	2.0081	2.3719	2.7364	461.9818957	451.318	0.12412583	-0.236037892	189.9171401	25.78	4	2	0	0	6
113	IC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(C=C(I)C=C6)S5)C=CC4=C3)SC2=C1	1.9983	2.3718	2.7516	645.8531364	634.22	0.124125589	-0.236038426	207.8342839	25.78	4	2	0	0	6
114	BrC1=CC=C2C(=C1)C1=C(C=CC(Br)=C1)C1=C2N=C(C2=CC3=CC=C(C4=CC5=CC=C(I)C=C5C=C4)C=C3C=C2)S1	2.0174	2.3682	2.7091	768.8571428	753.171	0.124173233	-0.235356944	264.8108588	12.89	7	1	0	0	5
115	BrC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(S5)C5=CC=CC=C5C5=C6C=CC=C5)C=CC4=C3)C=CC2=C1	2.0268	2.3675	2.6909	565.0499827	546.363	0.124173233	-0.235356954	231.681473	12.89	7	1	0	0	3
116	BrC1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(C=C(I)C=C6)S5)C=CC4=C3)=NC2=C1	2.0064	2.3639	2.7155	597.8670005	587.22	0.124125811	-0.236038426	202.4399934	25.78	4	2	0	0	6
117	BrC1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(C=C(Br)C=C6)S5)C=CC4=C3)=NC2=C1	2.0099	2.363	2.7085	549.8808646	540.22	0.124125811	-0.236038339	197.0457028	25.78	4	2	0	0	6
118	IC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(C=CC=C6)S5)C=CC4=C3)SC2=C1	2.0049	2.3617	2.7112	519.9564884	507.316	0.124125589	-0.236039716	188.5724458	25.78	4	2	0	0	5
119	ClC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(S5)C5=C(C=CC=C5)C5=CC(Br)=CC=C56)C=CC4=C3)C=CC2=C1	2.0252	2.3613	2.6752	599.0110104	581.816	0.124173233	-0.235356944	241.9847393	12.89	7	1	0	0	4
120	BrC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(O5)C5=CC=CC=C5C5=C6C=CC=C5)C=CC4=C3)C=CC2=C1	2.0264	2.3588	2.6563	549.0728264	530.295	0.226884234	-0.435408783	226.835439	26.03	7	1	0	0	3
121	IC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=CC=C5C=CC=CC5=C4)C=CC3=C2)S1	2.0251	2.3578	2.6641	613.0361186	593.363	0.124173233	-0.235356944	237.0757636	12.89	7	1	0	0	3
122	IC1=CC=C2C(=C1)C1=CC(I)=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=CC=C5C=CC=CC5=C4)C=CC3=C2)S1	2.0115	2.3558	2.6862	738.9327666	720.267	0.124173233	-0.235356944	256.3376017	12.89	7	1	0	0	4
123	C1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(C=CC=C6)S5)C=CC4=C3)=NC2=C1	2.0147	2.3556	2.6776	394.0598404	380.412	0.124125009	-0.236039716	169.3106076	25.78	4	2	0	0	4
124	BrC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=CC=C5C=CC=CC5=C4)C=CC3=C2)S1	2.0254	2.3553	2.6599	565.0499827	546.363	0.124173233	-0.235356944	231.681473	12.89	7	1	0	0	3
125	BrC1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(C=CC(Br)=C6)S5)C=CC4=C3)=NC2=C1	2.0137	2.3552	2.68	549.8808646	540.22	0.124125811	-0.235997984	197.0457028	25.78	4	2	0	0	6
126	ClC1=CC=C2C(=C1)C1=C(C=CC(Cl)=C1)C1=C2N=C(C2=CC3=CC=C(C4=CC5=CC=C(I)C=C5C=C4)C=C3C=C2)S1	2.0094	2.3552	2.6892	680.9581739	664.269	0.124173233	-0.23535694	257.682296	12.89	7	1	0	0	5
127	ClC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(C=CC=C6)S5)C=CC4=C3)SC2=C1	2.0059	2.3549	2.6935	428.0208681	415.865	0.12412583	-0.236039716	179.6138739	25.78	4	2	0	0	5
128	BrC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(C=C(I)C(I)=C6)S5)C=CC4=C3)SC2=C1	1.9912	2.3547	2.721	723.7636485	714.124	0.124126341	-0.236038339	221.7018315	25.78	4	2	0	0	7
129	IC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(S5)C5=CC=CC=C5C5=C6C=CC=C5)C=CC4=C3)C=CC2=C1	2.0144	2.3535	2.6749	613.0361186	593.363	0.124173233	-0.235356954	237.0757636	12.89	7	1	0	0	3
130	ClC1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(C=C(I)C=C6)S5)C=CC4=C3)=NC2=C1	1.9989	2.3532	2.7008	553.9175161	542.769	0.124126071	-0.236038426	198.875712	25.78	4	2	0	0	6
131	IC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(S5)C5=C(C=CC=C5)C5=CC(I)=CC=C56)C=CC4=C3)C=CC2=C1	2.0136	2.3531	2.6704	738.9327666	720.267	0.124173233	-0.235356944	256.3376017	12.89	7	1	0	0	4
132	BrC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(S5)C5=C(C=CC=C5)C5=CC(Br)=CC=C56)C=CC4=C3)C=CC2=C1	2.0234	2.3517	2.6543	642.9604948	626.267	0.124173233	-0.235356944	245.5490207	12.89	7	1	0	0	4
133	BrC1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(C=CC=C6)S5)C=CC4=C3)=NC2=C1	2.0091	2.3474	2.6675	471.9703525	460.316	0.124125811	-0.236039716	183.1781552	25.78	4	2	0	0	5
134	ClC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=CC=C5C=CC=CC5=C4)C=CC3=C2)S1	2.0186	2.3467	2.6505	521.1004983	501.912	0.124173233	-0.23535694	228.1171917	12.89	7	1	0	0	3
135	IC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(S5)C5=C(C=C(I)C=C5)C5=CC(I)=CC=C56)C=CC4=C3)C=CC2=C1	1.9984	2.3459	2.6818	864.8294146	847.171	0.124173233	-0.235356944	275.5994398	12.89	7	1	0	0	5
136	ClC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=CC=C5C=C(Br)C=CC5=C4)C=CC3=C2)S1	2.0176	2.343	2.6427	599.0110104	581.816	0.124173233	-0.23535694	241.9847393	12.89	7	1	0	0	4
137	ClC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(S5)C5=C(C=C(Cl)C=C5)C5=CC(Cl)=CC=C56)C=CC4=C3)C=CC2=C1	2.0113	2.343	2.6565	589.0225536	572.818	0.124173233	-0.23535694	248.7237241	12.89	7	1	0	0	5
138	BrC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(S5)C5=C(C=C(I)C=C5)C5=CC(I)=CC=C56)C=CC4=C3)C=CC2=C1	2.005	2.3425	2.663	816.8432787	800.171	0.124173233	-0.235356944	270.2051493	12.89	7	1	0	0	5
139	ClC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(S5)C5=CC=CC=C5C5=C6C=CC=C5)C=CC4=C3)C=CC2=C1	2.0147	2.3397	2.6415	521.1004983	501.912	0.124173233	-0.235356954	228.1171917	12.89	7	1	0	0	3
140	ClC1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(C=CC(Br)=C6)S5)C=CC4=C3)=NC2=C1	2.0032	2.3392	2.6571	505.9313802	495.769	0.124126071	-0.235997984	193.4814215	25.78	4	2	0	0	6
141	ClC1=CC2=C(C=C1)N=C(C1=CC3=CC=C(C4=NC5=CC(Br)=CC=C5S4)C=C3C=C1)S2	1.9954	2.3382	2.6696	505.9313802	495.769	0.12412583	-0.236037892	193.4814215	25.78	4	2	0	0	6
142	C1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(S5)C5=CC=CC=C5C5=C6C=CC=C5)C=CC4=C3)C=CC2=C1	2.0175	2.338	2.6329	487.1394707	466.459	0.124173233	-0.235356954	217.8139254	12.89	7	1	0	0	2
143	ClC1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(C=CC=C6)S5)C=CC4=C3)=NC2=C1	2.0018	2.3371	2.6537	428.0208681	415.865	0.124126071	-0.236039716	179.6138739	25.78	4	2	0	0	5
144	ClC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(S5)C5=C(C=CC=C5)C5=CC(Cl)=CC=C56)C=CC4=C3)C=CC2=C1	2.0129	2.3355	2.6318	555.061526	537.365	0.124173233	-0.23535694	238.4204579	12.89	7	1	0	0	4
145	ClC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(C=C(I)C=C6)S5)C=CC4=C3)SC2=C1	1.9805	2.3346	2.6873	553.9175161	542.769	0.12412583	-0.236038426	198.875712	25.78	4	2	0	0	6
146	ClC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(S5)C5=C(C=CC=C5)C5=CC(I)=CC=C56)C=CC4=C3)C=CC2=C1	2.006	2.3341	2.6371	646.9971463	628.816	0.124173233	-0.235356944	247.3790298	12.89	7	1	0	0	4
147	IC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(C=C(I)C(I)=C6)S5)C=CC4=C3)SC2=C1	1.9743	2.333	2.6929	771.7497844	761.124	0.124126341	-0.236038426	227.096122	25.78	4	2	0	0	7
148	ClC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(C=C(I)C(I)=C6)S5)C=CC4=C3)SC2=C1	1.9788	2.333	2.6857	679.814164	669.673	0.124126341	-0.236037892	218.1375501	25.78	4	2	0	0	7
149	ClC1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(C=C(Cl)C=C6)S5)C=CC4=C3)=NC2=C1	1.9908	2.3317	2.6612	461.9818957	451.318	0.124126071	-0.236037892	189.9171401	25.78	4	2	0	0	6
150	ClC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=CC=C3C=C(C4=CC=C5C=C(I)C=CC5=C4)C=CC3=C2)S1	2	2.3302	2.6385	646.9971463	628.816	0.124173233	-0.23535694	247.3790298	12.89	7	1	0	0	4
151	BrC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(S5)C5=C(C=CC=C5)C5=CC(I)=CC=C56)C=CC4=C3)C=CC2=C1	2.0051	2.3277	2.6232	690.9466307	673.267	0.124173233	-0.235356944	250.9433112	12.89	7	1	0	0	4
152	BrC1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(C=C(I)C(I)=C6)S5)C=CC4=C3)=NC2=C1	1.9827	2.3276	2.6627	723.7636485	714.124	0.124126341	-0.235999297	221.7018315	25.78	4	2	0	0	7
153	BrC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(C=CC=C6)O5)C=CC4=C3)SC2=C1	1.9864	2.324	2.6453	455.9931961	444.248	0.226827976	-0.436094309	178.3321212	38.92	4	2	0	0	5
154	ClC1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(C=CC(Cl)=C6)S5)C=CC4=C3)=NC2=C1	1.9885	2.317	2.6261	461.9818957	451.318	0.124126071	-0.235984514	189.9171401	25.78	4	2	0	0	6
155	IC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(O5)C5=CC=CC=C5C5=C6C=CC=C5)C=CC4=C3)C=CC2=C1	1.9946	2.315	2.5988	597.0589623	577.295	0.226884234	-0.435408783	232.2297296	26.03	7	1	0	0	3
156	ClC1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(C=C(I)C(I)=C6)S5)C=CC4=C3)=NC2=C1	1.9726	2.312	2.6402	679.814164	669.673	0.124126341	-0.235999297	218.1375501	25.78	4	2	0	0	7
157	C1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(O5)C5=CC=CC=C5C5=C6C=CC=C5)C=CC4=C3)C=CC2=C1	2.006	2.311	2.5722	471.1623143	450.391	0.226884234	-0.435408783	212.9678914	26.03	7	1	0	0	2
158	ClC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(C=CC=C6)O5)C=CC4=C3)SC2=C1	1.9765	2.3071	2.6189	412.0437117	399.797	0.226827976	-0.436094309	174.7678399	38.92	4	2	0	0	5
159	IC1=CC=C2N=C(C3=CC=C4C=C(C5=NC6=C(C=CC=C6)O5)C=CC4=C3)SC2=C1	1.9707	2.3056	2.6236	503.979332	491.248	0.226827976	-0.436094309	183.7264117	38.92	4	2	0	0	5
160	IC1=CC2=C(C=C1I)SC(C1=CC=C3C=C(C4=NC5=C(C=C(I)C(I)=C5)S4)C=CC3=C1)=N2	1.9558	2.3037	2.649	897.6464323	888.028	0.124126341	-0.235999297	246.3579601	25.78	4	2	0	0	8
161	C1=CC=C2OC(C3=CC=C4C=C(C5=NC6=C(C=CC=C6)S5)C=CC4=C3)=NC2=C1	1.982	2.3028	2.5963	378.0826841	364.344	0.226827976	-0.436094309	164.4645736	38.92	4	2	0	0	4
162	BrC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(C=C(Br)C=C6)S5)C=CC4=C3)C=CC2=C1	2.0034	2.2983	2.5411	542.9291947	530.179	0.124125629	-0.236038339	200.1856916	12.89	5	1	0	0	4
163	IC1=CC2=C(C=C1I)SC(C1=CC=C3C=C(C4=NC5=C(C=CC=C5)S4)C=CC3=C1)=N2	1.9632	2.2965	2.6167	645.8531364	634.22	0.124126341	-0.236039716	207.8342839	25.78	4	2	0	0	6
164	BrC1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(C=CC=C6)O5)C=CC4=C3)=NC2=C1	1.9773	2.2964	2.5895	455.9931961	444.248	0.226827976	-0.436094309	178.3321212	38.92	4	2	0	0	5
165	ClC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(O5)C5=CC=CC=C5C5=C6C=CC=C5)C=CC4=C3)C=CC2=C1	1.9914	2.2949	2.5568	505.1233419	485.844	0.226884234	-0.435408783	223.2711577	26.03	7	1	0	0	3
166	IC1=CC2=C(C=C1I)SC(C1=CC=C3C=C(C4=NC5=C(C=CC=C5)O4)C=CC3=C1)=N2	1.9531	2.2797	2.5878	629.87598	618.152	0.226827976	-0.436094309	202.9882499	38.92	4	2	0	0	6
167	BrC1=CC2=C(C=C1)SC(C1=CC3=CC=C(C4=CC5=CC=C(I)C=C5C=C4)C=C3C=C1)=N2	1.9879	2.2779	2.5134	590.9153306	577.179	0.124125811	-0.235997984	205.5799821	12.89	5	1	0	0	4
168	ClC1=CC2=C(C=C1)N=C(C1=CC3=CC=C(C4=CC5=CC=C(Br)C=C5C=C4)C=C3C=C1)S2	1.9857	2.2778	2.5188	498.9797103	485.728	0.12412583	-0.236037892	196.6214102	12.89	5	1	0	0	4
169	ClC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(C=C(I)C=C6)S5)C=CC4=C3)C=CC2=C1	1.9802	2.2755	2.5204	546.9658462	532.728	0.124125589	-0.236038426	202.0157007	12.89	5	1	0	0	4
170	ClC1=CC2=C(C=C1)N=C(C1=CC3=CC=C(C4=CC5=CC=C(I)C=C5C=C4)C=C3C=C1)S2	1.9782	2.2727	2.5163	546.9658462	532.728	0.12412583	-0.236037892	202.0157007	12.89	5	1	0	0	4
171	BrC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(C=C(I)C(I)=C6)S5)C=CC4=C3)C=CC2=C1	1.9721	2.2692	2.5178	716.8119785	704.083	0.124126341	-0.235999297	224.8418202	12.89	5	1	0	0	5
172	ClC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(C=C(Br)C=C6)S5)C=CC4=C3)C=CC2=C1	1.9809	2.2639	2.4944	498.9797103	485.728	0.124125629	-0.236038339	196.6214102	12.89	5	1	0	0	4
173	ClC1=CC=C2SC(C3=CC=C4C=C(C5=NC6=C(C=CC=C6)O5)C=CC4=C3)=NC2=C1	1.9551	2.2632	2.5441	412.0437117	399.797	0.226827976	-0.436094309	174.7678399	38.92	4	2	0	0	5
174	ClC1=CC2=C(C=C1)SC(C1=CC3=CC=C(C4=CC5=CC=C(Br)C=C5C=C4)C=C3C=C1)=N2	1.9819	2.2626	2.4886	498.9797103	485.728	0.124126071	-0.235984514	196.6214102	12.89	5	1	0	0	4
175	ClC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(C=C(Cl)C=C6)S5)C=CC4=C3)C=CC2=C1	1.976	2.262	2.4965	455.0302258	441.277	0.12412583	-0.236037892	193.0571288	12.89	5	1	0	0	4
176	BrC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(C=C(I)C=C6)S5)C=CC4=C3)C=CC2=C1	1.9722	2.2572	2.49	590.9153306	577.179	0.124125589	-0.236038426	205.5799821	12.89	5	1	0	0	4
177	BrC1=CC=C2N=C(C3=CC=C4C=C(C5=CC=C6C=CC=CC6=C5)C=CC4=C3)SC2=C1	1.9732	2.2543	2.4838	465.0186826	450.275	0.124125629	-0.236038339	186.318144	12.89	5	1	0	0	3
178	IC1=CC=C2N=C(C3=CC=C4C=C(C5=CC=C6C=CC=CC6=C5)C=CC4=C3)SC2=C1	1.9646	2.2471	2.4782	513.0048185	497.275	0.124125589	-0.236038426	191.7124345	12.89	5	1	0	0	3
179	BrC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(C=CC(Br)=C6)S5)C=CC4=C3)C=CC2=C1	1.9758	2.2464	2.4605	542.9291947	530.179	0.124125811	-0.235997984	200.1856916	12.89	5	1	0	0	4
180	IC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(C=C(I)C=C6)S5)C=CC4=C3)C=CC2=C1	1.9544	2.2438	2.4835	638.9014665	624.179	0.124125589	-0.236038426	210.9742726	12.89	5	1	0	0	4
181	C1=CC=C2OC(C3=CC=C4C=C(C5=NC6=C(C=CC=C6)O5)C=CC4=C3)=NC2=C1	1.9435	2.2435	2.5104	362.1055277	348.276	0.226827976	-0.436094309	159.6185396	52.06	4	2	0	0	4
182	BrC1=CC2=C(C=C1)N=C(C1=CC3=CC=C(C4=CC5=CC=C(I)C=C5C=C4)C=C3C=C1)S2	1.9632	2.2435	2.4713	590.9153306	577.179	0.124125629	-0.236038339	205.5799821	12.89	5	1	0	0	4
183	IC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(C=C(I)C(I)=C6)S5)C=CC4=C3)C=CC2=C1	1.9461	2.2351	2.4754	764.7981144	751.083	0.124126341	-0.235999297	230.2361107	12.89	5	1	0	0	5
184	ClC1=CC=C2N=C(C3=CC=C4C=C(C5=CC=C6C=CC=CC6=C5)C=CC4=C3)SC2=C1	1.9596	2.2323	2.4527	421.0691982	405.824	0.12412583	-0.236037892	182.7538626	12.89	5	1	0	0	3
185	C1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(C=CC=C6)S5)C=CC4=C3)C=CC2=C1	1.9678	2.232	2.4388	387.1081705	370.371	0.124125009	-0.236039716	172.4505964	12.89	5	1	0	0	2
186	BrC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(C=CC=C6)S5)C=CC4=C3)C=CC2=C1	1.9664	2.2294	2.4348	465.0186826	450.275	0.124125009	-0.236039716	186.318144	12.89	5	1	0	0	3
187	ClC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(C=CC=C6)S5)C=CC4=C3)C=CC2=C1	1.9664	2.2286	2.4329	421.0691982	405.824	0.124125009	-0.236039716	182.7538626	12.89	5	1	0	0	3
188	ClC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(C=CC(Br)=C6)S5)C=CC4=C3)C=CC2=C1	1.9611	2.2236	2.4298	498.9797103	485.728	0.124125811	-0.235997984	196.6214102	12.89	5	1	0	0	4
189	BrC1=CC=C2SC(C3=CC=C4C=C(C5=CC=C6C=CC=CC6=C5)C=CC4=C3)=NC2=C1	1.9594	2.2164	2.4166	465.0186826	450.275	0.124125811	-0.235997984	186.318144	12.89	5	1	0	0	3
190	IC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(C=CC=C6)S5)C=CC4=C3)C=CC2=C1	1.953	2.2152	2.4195	513.0048185	497.275	0.124125009	-0.236039716	191.7124345	12.89	5	1	0	0	3
191	ClC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(C=C(I)C(I)=C6)S5)C=CC4=C3)C=CC2=C1	1.9365	2.2145	2.4432	672.8624941	659.632	0.124126341	-0.235999297	221.2775388	12.89	5	1	0	0	5
192	ClC1=CC2=C(C=C1)SC(C1=CC3=CC=C(C4=CC5=CC=C(I)C=C5C=C4)C=C3C=C1)=N2	1.9497	2.2143	2.423	546.9658462	532.728	0.124126071	-0.235984514	202.0157007	12.89	5	1	0	0	4
193	IC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(C=CC=C6)O5)C=CC4=C3)C=CC2=C1	1.9473	2.214	2.4221	497.0276621	481.207	0.226827976	-0.436094309	186.8664005	26.03	5	1	0	0	3
194	ClC1=CC=C2C=C(C3=CC=C4C=C(C5=NC6=C(C=CC(Cl)=C6)S5)C=CC4=C3)C=CC2=C1	1.9535	2.2137	2.4181	455.0302258	441.277	0.124126071	-0.235984514	193.0571288	12.89	5	1	0	0	4
195	BrC1=CC=C2C=C(C3=CC=C4C=C(C5=CC=C6C=C(I)C=CC6=C5)C=CC4=C3)C=CC2=C1	1.9613	2.205	2.3771	583.9636607	567.138	0.018114279	-0.053743424	208.7199709	0	6	0	0	0	2
